Район,Конкурс,Год,Количество участников,Средний балл,Необходимые знания
Район2,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2023,129,28.63,Общие знания
Район2,Олимпиада им. Дж.К. Максвелла по физике_РЭ,2024,218,37.97,Общие знания
Район2,Олимпиада им. Дж.К. Максвелла по физике_ЗЭ,2024,16,10.4,Общие знания
Район2,Олимпиада им. В.Я. Струве по астрономии_РЭ,2023,141,26.79,Общие знания
Район2,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2023,195,40.86,Общие знания
Район2,Олимпиада им. В.Я. Струве по астрономии_РЭ,2024,117,29.97,Общие знания
Район2,Олимпиада им. В.Я. Струве по астрономии_ЗЭ,2024,150,31.69,Общие знания
Район2,Олимпиада им. Л.Эйлера по математике_РЭ,2023,129,29.48,Общие знания
Район2,Олимпиада им. Л.Эйлера по математике_ЗЭ,2023,176,37.44,Общие знания
Район2,Олимпиада им. Л.Эйлера по математике_РЭ,2024,76,19.24,Общие знания
Район2,Олимпиада им. Л.Эйлера по математике_ЗЭ,2024,159,33.37,Общие знания
Район2,Олимпиада им. М. Келдыша по информатике_РЭ,2023,149,36.95,Общие знания
Район2,Олимпиада им. М. Келдыша по информатике_ЗЭ,2023,241,49.63,Общие знания
Район2,Олимпиада им. М. Келдыша по информатике_РЭ,2024,27,18.82,Общие знания
Район2,Олимпиада им. М. Келдыша по информатике_ЗЭ,2024,234,49.95,Общие знания
Район3,Английский язык_ШЭ,2023,173,36.86,"Знание основ английского языка, включая грамматику, базовый словарный запас, навыки устной речи и аудирования."
